dt,switch,src,dst,pktCount,byteCount,duration,duration_nsec,total_duration,flows,pktrate,pairflow,protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label,packetins,byteperflow,packetperflow
154,2,10.0.0.228,10.0.0.243,79,37915,192,2993,599,7,88.8578999494455,2,TCP,22887,20732,20204,37.70874570102726,49.37531625417383,72.63140574305912,0,7,765,7
155,7,10.0.0.132,10.0.0.30,32,10834,92,1635,413,4,21.0904737642308,4,UDP,17625,7067,12934,44.0455743530334,40.84116586992481,86.16027081640213,0,5,564,8
156,1,10.0.0.91,10.0.0.140,482,47598,63,849,670,1,31.367271127347433,3,ICMP,31078,12079,11940,19.37555054634443,48.091970279621066,86.50688753636057,0,2,915,1
157,2,10.0.0.100,10.0.0.151,51,37229,400,3323,208,3,78.21189407164768,5,ICMP,4779,10233,3805,6.876889692564657,40.47217794599204,42.774234912990835,0,8,523,8
158,4,10.0.0.106,10.0.0.28,83,3030,370,2313,547,9,83.76410218557358,2,UDP,7834,20320,6636,30.961294399046736,7.1909533162382075,55.09050814639657,0,0,642,8
159,7,10.0.0.223,10.0.0.108,372,46071,189,4865,541,3,42.868183309951135,1,TCP,60606,35831,8200,40.46700766904078,3.0888887870907467,79.07843896506624,0,7,716,7
160,4,10.0.0.213,10.0.0.140,155,28721,454,2125,697,7,56.24921743024807,1,TCP,35528,33329,18705,12.265333295067109,26.33681030423172,47.782031384119236,0,4,150,6
161,1,10.0.0.37,10.0.0.226,491,22255,239,4933,732,2,81.46491958278293,3,ICMP,62063,30092,38609,23.997230064304954,7.535893545393242,98.14152181932799,0,9,959,10
162,10,10.0.0.249,10.0.0.59,27,22465,216,3471,757,10,83.23272371041891,2,TCP,33766,39149,40445,47.147949684842224,34.9182128828007,87.6790125176847,1,4,630,17
163,3,10.0.0.76,10.0.0.115,403,31127,332,2124,145,4,89.13480748481594,1,ICMP,2183,5040,14201,21.373877541098803,2.9577737355575215,31.684191930190035,1,2,506,16
164,9,10.0.0.222,10.0.0.26,246,33736,461,837,418,8,56.72931593180995,2,UDP,35772,6337,17651,11.873418750807863,30.630749933350284,29.061429330842152,0,8,839,3
165,2,10.0.0.182,10.0.0.83,62,4753,176,2028,204,8,36.55804695162056,1,TCP,65018,46288,6273,9.180101840009018,33.049920795081334,46.88963725237207,0,7,814,12
166,4,10.0.0.49,10.0.0.145,319,27224,286,3353,697,2,1.5884240002720815,1,ICMP,1798,40537,33416,27.659899141973444,22.354843325789687,49.83151911555325,1,10,251,2
167,1,10.0.0.182,10.0.0.56,15,15529,113,3518,533,4,51.809533270555384,5,UDP,30489,42116,29328,44.24193067884318,44.88288835376123,87.45809495227684,0,8,782,13
168,1,10.0.0.187,10.0.0.137,338,2099,458,4532,896,5,15.278004275051204,3,UDP,32195,47282,16558,6.709846254514952,27.356767044203732,24.1986475862334,1,6,258,11
169,4,10.0.0.213,10.0.0.157,52,18727,82,3426,789,6,65.83886835661164,1,UDP,43408,42490,48954,3.4737810253017614,7.402756413061113,27.24467957216889,1,1,612,16
170,4,10.0.0.215,10.0.0.241,419,46715,216,2478,966,9,30.937050637283917,5,UDP,58497,3203,7092,49.269994253163794,35.154384934847556,83.30368299629984,1,3,457,13
171,2,10.0.0.142,10.0.0.228,156,6634,67,4300,250,9,51.79553559606404,1,ICMP,10633,16973,31653,8.862418942225865,9.37078247092623,39.40848491725178,0,6,299,17
172,9,10.0.0.114,10.0.0.197,153,14912,489,4715,667,3,64.40526992520492,2,ICMP,14777,38290,7503,26.446374194178336,37.91941111055346,46.83532801119587,1,0,619,20
173,10,10.0.0.41,10.0.0.122,113,13155,226,2529,340,4,87.5395841920477,4,ICMP,8227,10892,31684,13.214646723282913,6.259927819950626,6.3712226358148465,0,8,73,12
174,4,10.0.0.87,10.0.0.162,212,16617,410,658,362,1,59.74817486733038,4,UDP,12419,27135,16983,19.2770250539519,24.189382780964547,60.35875194291113,1,3,892,12
175,3,10.0.0.15,10.0.0.46,294,37213,66,4849,156,8,13.79573369875281,5,ICMP,12837,15012,39192,14.609100264917394,40.22893692891388,43.36789179662524,1,6,970,12
176,1,10.0.0.3,10.0.0.5,236,10050,329,4975,991,9,84.94061135569476,3,ICMP,8335,15524,3931,42.84795209211197,5.607040769838571,45.19529225629988,0,9,961,3
177,7,10.0.0.221,10.0.0.145,468,16061,325,4945,215,7,41.86432937197043,4,UDP,16677,42969,22364,22.697898898396307,9.88107300431258,48.19149254446824,0,3,803,7
178,2,10.0.0.207,10.0.0.128,92,15588,163,3769,980,9,97.83758493380063,4,TCP,62681,39125,1126,23.9315348080449,5.218002984345693,65.89587609564983,1,0,748,2
179,4,10.0.0.248,10.0.0.52,318,1586,173,3406,622,1,25.443437883465553,3,ICMP,61809,10868,13969,1.0512886401626642,13.245545930494309,92.15137613128415,0,4,748,19
180,1,10.0.0.200,10.0.0.52,435,39083,414,3543,420,4,55.36550933793906,5,TCP,19184,33466,5395,15.2523997431414,37.10548529845195,63.54582073381569,1,2,241,3
181,6,10.0.0.138,10.0.0.141,170,19800,401,3034,244,3,7.939008518558023,1,UDP,55777,1287,39563,11.542514603643124,8.627677745670503,29.51835803539624,1,6,725,12
182,3,10.0.0.100,10.0.0.41,36,27991,73,3392,251,4,1.3359790729670105,4,ICMP,55255,38423,9068,36.21087730258757,26.769085848863956,3.6975814155516153,0,7,951,7
183,6,10.0.0.171,10.0.0.205,205,15877,360,933,913,6,94.0431721471992,4,ICMP,39521,19812,22840,37.51866083447213,48.02700260657801,26.447137509601284,0,2,134,15
184,8,10.0.0.154,10.0.0.174,347,34499,487,3638,344,1,85.02568681754985,1,ICMP,33500,7233,30113,28.99575864005293,8.272441242276049,91.52143430944507,1,1,519,16
185,4,10.0.0.22,10.0.0.2,99,38284,250,2531,762,3,53.377652293182024,1,ICMP,12340,25256,32347,7.185894303081434,16.17180107021602,63.09065570880538,0,6,490,13
186,5,10.0.0.184,10.0.0.1,213,36537,199,3718,998,3,79.73033523541285,1,TCP,63911,44607,14690,8.313178738242978,18.41241854628519,90.93679443581968,0,9,584,2
187,10,10.0.0.244,10.0.0.170,241,42391,344,2316,167,4,11.341068204506808,3,TCP,63202,16065,44860,36.85274623160248,25.39381994962414,40.5839199902595,0,8,530,13
188,7,10.0.0.166,10.0.0.114,29,12910,445,2162,984,10,13.510557270994338,1,ICMP,64667,41701,2522,9.481588030126613,36.09110005568461,37.78718769219587,1,10,334,12
189,5,10.0.0.57,10.0.0.98,380,13632,365,3457,858,3,41.73055134777293,1,ICMP,11325,14421,45892,4.096996933028303,23.015797775696452,50.211981023279066,1,3,359,14
190,5,10.0.0.141,10.0.0.63,120,9342,224,4129,953,7,2.0684664869474343,3,UDP,42659,29677,43448,25.103897488326503,30.50127800904675,62.96329914605932,0,9,185,19
191,2,10.0.0.193,10.0.0.148,147,41075,151,4788,248,7,48.366870040685,1,ICMP,18022,8581,10291,21.783232943942487,20.17275739630888,13.850023873080417,0,0,970,5
192,2,10.0.0.52,10.0.0.209,261,6268,77,4607,958,1,52.90440801928831,1,ICMP,10529,47924,20947,32.30288793505213,19.21211602991677,30.508775833833013,0,0,945,16
193,7,10.0.0.146,10.0.0.133,128,32243,412,1879,659,8,41.97536101879376,3,ICMP,37492,45699,22900,25.42197789127338,3.752492506049598,82.8459363031164,1,0,283,2
194,3,10.0.0.244,10.0.0.60,266,17535,321,2617,156,8,8.897594645014149,1,ICMP,15838,5759,2494,15.12278270628177,2.8596212374456336,78.3536725187671,1,8,738,19
195,3,10.0.0.52,10.0.0.26,346,11467,464,1178,712,2,56.39877234856005,3,TCP,36601,31504,3091,31.527605195135358,15.10733742356341,2.4781031049733073,1,0,847,2
196,10,10.0.0.216,10.0.0.30,352,29490,171,1908,833,10,39.52571786950817,3,TCP,25657,12270,40421,49.303502484523804,21.669045405617236,41.10126725660873,1,7,284,12
197,9,10.0.0.49,10.0.0.125,45,24701,202,4024,374,6,65.1892635900463,1,UDP,44585,30140,25243,31.72037761071704,16.453400313825554,75.02465645477142,1,4,277,4
198,10,10.0.0.212,10.0.0.75,88,2969,156,1178,118,2,38.77347416764055,4,ICMP,10945,12780,1752,40.382765939251854,34.91635860954964,31.963414031827554,1,6,157,3
199,2,10.0.0.119,10.0.0.235,427,37608,321,1476,655,2,13.391640596790236,2,UDP,60385,42887,21351,22.394281252106325,29.77726330780919,28.97587508086994,1,3,668,2
200,4,10.0.0.148,10.0.0.154,425,29727,339,3096,365,7,67.72111813262455,2,UDP,57186,35423,44861,31.05070309656927,18.304426409875987,99.90677859954525,1,8,864,4
201,8,10.0.0.47,10.0.0.117,121,39042,182,3781,136,1,45.19804345410369,2,TCP,63783,43697,12104,3.706304443374787,46.85438678802594,41.71735532736984,1,3,180,7
202,3,10.0.0.65,10.0.0.30,155,21385,352,3942,190,4,4.461564903911822,3,UDP,24654,26461,1443,36.30391600637123,5.460829133705944,21.845344191548694,1,9,651,14
203,3,10.0.0.184,10.0.0.96,251,24189,407,1328,358,9,78.74674572196521,3,UDP,9892,16674,30034,6.488800204023782,29.8918731916189,13.60626767213156,1,2,854,14
204,8,10.0.0.80,10.0.0.66,356,36637,150,4559,528,4,90.53496932561492,5,TCP,55913,33016,9391,29.245903529706112,37.96331911578359,9.254446637151428,0,9,481,14
205,7,10.0.0.112,10.0.0.53,299,40159,189,3173,631,7,13.168667854257766,2,ICMP,59346,35269,17122,25.345274823901775,13.823259347134421,23.87604900121973,1,8,314,4
206,8,10.0.0.32,10.0.0.11,93,19260,323,5000,150,10,39.27348840134977,2,ICMP,56702,4876,14148,17.695148620652173,13.771663892472517,22.01729185591768,0,0,414,8
207,5,10.0.0.163,10.0.0.216,390,5716,476,2351,457,2,82.5381855076879,4,UDP,41601,13680,34195,4.8101601726221626,16.52927427426972,68.3280125770873,1,8,352,19
208,9,10.0.0.114,10.0.0.93,104,46707,137,3704,898,7,69.43282191417264,1,ICMP,24889,42247,42567,44.28919798672659,46.772720478954085,17.99888545341136,0,4,381,8
209,6,10.0.0.47,10.0.0.38,144,24422,90,3421,148,8,83.67392728973662,4,UDP,39130,47313,26855,19.17066296432405,17.42788568327972,8.626351023652589,0,1,939,8
210,8,10.0.0.201,10.0.0.45,256,5528,335,2423,357,7,18.739607711869063,4,TCP,7210,36337,4747,32.826621391986265,28.257623861787188,31.739710158478967,0,0,260,19
211,6,10.0.0.196,10.0.0.222,461,5708,72,1297,526,9,92.30641988516328,3,UDP,2768,13181,39173,31.93610252338816,8.388771889266756,86.41184815962045,1,6,636,13
212,1,10.0.0.74,10.0.0.131,318,36317,75,2087,956,5,21.819439702369866,2,TCP,29841,26272,33713,25.064616080011355,35.780619260182625,2.611577739958423,0,6,621,8
213,3,10.0.0.39,10.0.0.80,15,13668,304,4753,654,10,38.33538303557552,4,TCP,18829,5850,6118,49.93833139836604,40.76317921899991,36.12529140150122,0,2,337,19
214,10,10.0.0.172,10.0.0.166,411,2467,290,3928,425,3,39.94616084687701,2,UDP,21067,44232,36713,33.71791800828997,38.445225381287216,89.03150634019427,1,0,486,1
215,7,10.0.0.10,10.0.0.194,185,11449,407,1721,140,8,88.712205457619,3,UDP,8592,21784,45905,49.7778943598192,46.70092635270211,90.85071812117418,0,4,743,17
216,6,10.0.0.89,10.0.0.76,324,46794,311,4735,428,1,38.051949547495674,3,UDP,28026,41494,44611,6.130499069830725,34.03829861471406,94.2940078572799,1,2,195,13
217,9,10.0.0.16,10.0.0.127,206,30645,257,2453,763,7,26.767426649402736,4,UDP,3002,22051,8402,39.246579140899485,5.057578488881624,28.725538632708105,1,5,788,15
218,9,10.0.0.131,10.0.0.97,416,12526,371,1496,376,4,7.394717340282594,2,TCP,45466,23009,12160,23.908266819922083,37.92406677420908,45.78113267314189,0,9,690,19
219,10,10.0.0.145,10.0.0.30,465,24241,255,1555,782,10,94.2996754195841,5,ICMP,48338,17329,8668,46.62880782315084,2.999900568856051,66.90387278527231,0,6,175,14
220,2,10.0.0.29,10.0.0.126,491,39051,428,3264,263,8,89.24375304155025,5,ICMP,60318,4541,30155,35.84720860945505,35.7695092090115,2.4475087704173233,1,8,497,8
221,1,10.0.0.193,10.0.0.56,338,14861,383,2566,829,8,40.32561425270229,3,ICMP,64039,31406,24792,48.95607150966028,1.2621160864085637,87.72651062597738,1,10,358,7
222,6,10.0.0.235,10.0.0.92,187,14697,478,1580,170,5,38.309140604603044,5,ICMP,53876,21818,34664,26.7867873322795,12.883584987144214,44.91724045687763,1,1,628,6
223,5,10.0.0.50,10.0.0.224,127,21232,76,534,477,4,22.791110508281633,5,TCP,30505,43415,37031,41.34579535252935,46.21359373279531,24.370606306514752,0,5,429,13
224,4,10.0.0.160,10.0.0.53,292,47606,82,469,771,1,90.78515192229125,5,TCP,56907,5074,5972,45.4028362069859,14.652817583457534,32.06307818132407,0,4,647,15
225,7,10.0.0.98,10.0.0.168,435,9871,92,1587,706,3,5.075397479746647,3,UDP,51172,13465,9635,13.662919033024766,9.317326444835722,25.727073258432988,0,1,575,16
226,2,10.0.0.171,10.0.0.91,300,24923,452,3419,351,8,66.83527575569471,2,ICMP,56798,29129,32013,29.74025632483007,13.79226242149026,18.463092628098444,1,4,662,7
227,1,10.0.0.247,10.0.0.155,175,46705,364,4520,132,4,38.71006817951388,1,ICMP,39122,29073,5663,15.344789665234126,1.6067179802862843,10.290363170733325,1,9,539,16
228,4,10.0.0.62,10.0.0.220,340,28224,175,3121,131,3,79.4432204518207,2,ICMP,56196,16312,22980,22.594547659091138,21.737083575624286,99.03343428769539,0,6,522,2
229,9,10.0.0.234,10.0.0.184,15,30236,112,219,485,4,49.65701665300797,5,TCP,49194,6723,30086,49.529220197351215,42.493040970116716,80.33125425301127,1,7,998,5
230,6,10.0.0.114,10.0.0.191,402,23861,180,4465,436,2,87.0512600755208,2,ICMP,59818,45106,14471,18.338016401749805,15.064967762222023,74.29742535399113,1,5,221,10
231,9,10.0.0.225,10.0.0.16,242,13955,252,3664,907,3,24.118355460168377,1,TCP,62722,32392,17320,45.69550148337499,33.3573858123885,38.29409489412486,1,2,569,6
232,8,10.0.0.205,10.0.0.5,73,12741,62,1546,564,8,74.70351677906662,1,TCP,60693,19715,27969,20.861444210875163,49.17139352207332,29.611617044265053,1,1,305,9
233,1,10.0.0.11,10.0.0.210,171,46368,408,1291,394,7,25.218152647263757,3,ICMP,36312,49324,28083,4.245011773787565,5.730270259729909,61.3727682292276,1,4,468,7
234,7,10.0.0.245,10.0.0.158,108,46802,251,2694,977,2,20.919340147939156,5,TCP,48586,4707,42836,24.733211320888696,20.223862985787168,25.790937385342293,1,10,356,13
235,2,10.0.0.210,10.0.0.82,247,45670,210,399,237,4,57.27412995452758,4,UDP,16445,13923,45340,25.64581027259254,37.4409147256068,21.713450314475313,1,7,938,5
236,8,10.0.0.126,10.0.0.103,326,48393,476,2191,225,3,28.158998713729666,1,ICMP,15126,41115,6750,24.61680525934153,39.28478326588643,32.29955595081126,0,0,342,17
237,7,10.0.0.160,10.0.0.88,200,45090,251,4330,873,5,13.628229097729074,3,UDP,23175,10418,36413,43.22153241343885,16.46037795580424,91.27969921457915,1,5,651,4
238,3,10.0.0.23,10.0.0.231,301,5356,178,1747,381,8,67.51764598438525,2,TCP,624,48501,21689,25.761380971570407,38.817090373792944,79.15811040349716,0,1,128,5
239,9,10.0.0.226,10.0.0.152,143,44994,339,1413,120,3,32.497862712804974,1,ICMP,59845,16607,2276,48.57283323647791,35.27037163477859,6.814618685760685,0,9,838,13
240,9,10.0.0.87,10.0.0.77,262,15714,114,2601,527,2,17.71451086877227,2,TCP,41739,37616,23342,19.537356430898612,14.129298774684056,29.95596712744196,1,0,436,2
241,5,10.0.0.103,10.0.0.124,139,16442,74,3458,378,8,67.31529303798501,5,UDP,21785,13425,34767,43.7178607583343,29.81317211127883,92.7448491627437,1,7,55,13
242,10,10.0.0.68,10.0.0.197,209,22074,297,3556,739,4,31.77023221558699,2,ICMP,17217,36614,27902,18.923000452794536,15.532544922136127,16.696471456491825,1,9,140,19
243,9,10.0.0.147,10.0.0.39,119,30320,298,2907,826,4,80.99748011278507,5,ICMP,39004,11881,26396,17.601521156051053,13.749627576042823,85.0587169943086,0,2,800,10
244,8,10.0.0.24,10.0.0.55,41,47396,296,342,549,6,49.284532729856714,4,ICMP,33813,28253,42266,5.500544150825518,33.96011291260664,43.86350381468075,0,3,697,12
245,2,10.0.0.140,10.0.0.223,414,14228,422,136,823,8,25.305000352298368,5,TCP,8486,34924,3079,34.369784004601286,41.718722869851476,30.419671839143263,1,4,734,6
246,2,10.0.0.99,10.0.0.133,268,37892,364,491,679,7,33.79079449173386,5,UDP,41919,29203,43777,30.447686739902885,14.673562602490156,77.06364342515576,0,4,714,18
247,3,10.0.0.25,10.0.0.229,156,24046,233,4046,514,3,80.97454233879517,1,UDP,29424,37837,27317,45.04651285947908,20.110350388665882,51.11986192763276,1,7,252,1
248,1,10.0.0.45,10.0.0.197,55,36705,360,4962,973,7,18.044018910719494,3,TCP,60555,26408,29634,39.07585072960613,18.237495386185763,66.19952450609891,0,5,664,10
249,6,10.0.0.246,10.0.0.156,213,38572,187,1970,592,3,3.1663778748086067,1,ICMP,22915,48458,38245,5.381132792670038,31.833625383832484,65.96906272861705,0,10,796,19
250,9,10.0.0.145,10.0.0.46,144,22381,380,473,833,9,69.23155484588273,2,TCP,1935,12199,48007,48.56133433613832,41.96711499724661,37.714631651713916,0,8,357,19
251,4,10.0.0.144,10.0.0.50,493,8693,122,3330,764,10,86.38271495579284,2,UDP,29820,41366,26648,47.099098352941084,33.17310458259612,6.761233880659777,1,5,221,8
252,10,10.0.0.73,10.0.0.148,478,39043,171,2120,188,10,58.27003307940102,1,ICMP,24905,24272,23817,47.58284306511078,44.1205453267314,6.8838489701824335,1,5,962,14
253,8,10.0.0.135,10.0.0.49,159,16072,352,315,289,3,10.878147638199714,1,TCP,52513,30335,33669,18.461278963094532,13.019827710755555,60.81422248459858,1,3,215,16
254,5,10.0.0.188,10.0.0.254,127,1279,380,4915,829,3,42.880306853123,4,ICMP,18910,23936,24997,20.39868648674241,35.27288445896237,62.2641691164593,0,7,504,12
255,5,10.0.0.200,10.0.0.99,48,7277,342,4773,913,10,46.880256667124954,1,TCP,56060,47637,45505,40.864488050440706,27.16941797655446,67.1528842597672,0,0,383,1
256,5,10.0.0.248,10.0.0.162,222,3375,347,2258,331,3,83.26616374870343,2,TCP,47244,34935,39200,18.448882083931643,34.26631243609717,42.20330205847543,1,5,100,14
257,8,10.0.0.241,10.0.0.112,300,33580,55,4198,927,7,10.393153432735652,1,UDP,10714,48733,9506,5.8911122814536965,28.360900046290276,60.19091692540109,0,3,844,8
258,4,10.0.0.229,10.0.0.170,476,16140,133,2042,166,3,65.22530629743409,1,UDP,40485,30195,7161,19.9298218811171,48.46126090163737,62.63710283869185,1,10,348,6
259,1,10.0.0.17,10.0.0.237,457,4022,127,128,381,8,96.84341795881512,3,UDP,38610,37139,19947,37.7110067644949,13.14203855649654,53.82254206062264,0,5,509,1
260,4,10.0.0.98,10.0.0.93,94,33258,484,896,855,4,46.40429598136066,4,UDP,42758,23431,7040,26.689711055542137,8.668851789637165,75.6403654284024,1,4,128,5
261,2,10.0.0.125,10.0.0.236,401,8701,215,2360,830,6,80.79242095577064,4,TCP,39965,15572,18565,20.156295917192004,33.46856878613944,58.30557027810041,0,5,442,14
262,4,10.0.0.73,10.0.0.180,136,9294,107,3338,560,5,76.90379811605779,2,TCP,28670,45405,13208,44.21929041313767,2.789571866563027,25.741928707924398,0,0,398,6
263,1,10.0.0.15,10.0.0.233,281,36673,277,1349,109,2,24.187404685828106,1,UDP,42174,9255,49624,21.10546965442836,3.4533130145181015,10.646970101597924,0,9,784,8
264,3,10.0.0.36,10.0.0.216,480,46137,242,3415,228,2,94.34486100667618,1,UDP,54731,48249,48154,3.934671431710223,39.93069584338014,99.67869419571339,1,4,70,4
265,2,10.0.0.87,10.0.0.203,379,36504,254,643,327,3,95.19984051599863,4,UDP,12307,24812,43649,47.355593244321625,10.290673173279444,38.545076608052334,0,4,540,4
266,1,10.0.0.72,10.0.0.236,321,14635,394,3813,982,6,49.55409964627313,1,TCP,15221,17411,39182,11.83055622365441,2.5889176856595917,13.69977052747801,1,4,678,19
267,1,10.0.0.242,10.0.0.123,321,31464,156,4562,420,10,23.37051616455329,3,ICMP,46760,26684,12898,11.741411620387046,4.537714229124613,60.45918837356991,0,8,803,3
268,2,10.0.0.19,10.0.0.142,254,31474,332,4675,721,4,98.96413478285496,3,UDP,32767,11823,13851,40.06510031640029,6.625173858000711,54.814978501641754,1,0,318,4
269,2,10.0.0.119,10.0.0.241,239,4007,175,4475,177,2,1.525068558076408,1,TCP,40878,2642,42270,16.025488347264126,8.840785885050346,89.8334829990425,0,2,401,3
270,5,10.0.0.113,10.0.0.125,232,21026,427,2764,698,3,6.997949844257926,3,TCP,24172,7603,31279,24.030688266960215,23.84702224374393,42.6388928490103,0,4,734,20
271,9,10.0.0.184,10.0.0.64,429,15234,348,1501,982,10,81.67440681053654,2,TCP,41801,7147,30424,28.843174711801062,14.408466823812525,91.90049718515239,0,3,120,5
272,4,10.0.0.112,10.0.0.57,486,22911,428,153,941,6,41.849465245990984,1,ICMP,56593,34229,6053,5.623137091505423,38.34292531004571,57.7905431447579,1,7,542,14
273,4,10.0.0.73,10.0.0.248,35,11424,161,1162,272,9,41.316576492194876,1,TCP,61552,48134,8234,30.17477403409506,18.959460030511696,5.189952505692042,1,1,560,15
274,3,10.0.0.145,10.0.0.186,38,18464,376,3705,445,4,29.200330125823367,3,TCP,42654,48650,17927,46.86041083894573,17.705402888749354,94.20862427269739,0,7,775,9
275,3,10.0.0.225,10.0.0.217,106,48128,447,4486,744,3,36.59708023217204,3,TCP,29687,43253,7369,49.74478434135233,42.638347318372496,21.888269041140386,0,6,249,4
276,4,10.0.0.182,10.0.0.77,388,43690,159,2959,590,6,39.81363151555164,2,TCP,60410,44315,47289,15.276895292290613,10.279522497634398,25.390887722935503,1,0,924,12
277,10,10.0.0.197,10.0.0.162,72,31610,87,2322,377,10,20.334356234624956,1,UDP,42370,34137,18849,48.72305787436955,3.113792774200067,45.391335144497404,0,1,324,1
278,10,10.0.0.192,10.0.0.203,308,22754,280,3640,983,2,17.171782934377863,5,UDP,8891,16742,47121,19.043355460666714,7.006886819102398,15.33414688327673,0,2,571,11
279,8,10.0.0.129,10.0.0.197,362,42062,236,1852,474,3,84.53307370109027,5,TCP,41782,21005,41133,19.62930791474031,22.235170553323275,71.77686958033509,1,4,155,14
280,9,10.0.0.69,10.0.0.63,378,25244,273,945,499,8,5.99024505526861,3,UDP,29523,43039,31989,41.27000740396758,12.555391714454636,49.527929100887455,1,4,925,16
